"","dc_key","race","sex","fatal","date","has_court_case","age","street_name","block_number","zip_code","council_district","police_district","neighborhood","house_district","senate_district","school_catchment","lng","lat","year"
"294","2.02325E+11","Hispanic (Black or White)","Male","Nonfatal","11/21/2023 20:31","No",33,"N FAIRHILL ST",3000,19140,7,25,"Hunting Park-Fairhill",197,2,"Honorable Luis Munoz-Marin School",-75.139858,40.000427,2023
"295","2.02325E+11","Hispanic (Black or White)","Male","Nonfatal","11/21/2023 20:31","No",19,"N FAIRHILL ST",3000,19140,7,25,"Hunting Park-Fairhill",197,2,"Honorable Luis Munoz-Marin School",-75.139858,40.000427,2023
"296","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","11/21/2023 19:11","No",39,"WYNCOTE AVE",6500,19138,8,35,"Ogontz",201,4,"Mastery Charter School at Pastorius",-75.1567,40.053199,2023
"297","2.02326E+11","White (Non-Hispanic)","Female","Nonfatal","11/21/2023 16:46","Yes",41,"SALMON ST",2600,19125,1,26,"Richmond-Bridesburg",175,1,"Richmond School",-75.11561,39.976215,2023
"298","2.02326E+11","White (Non-Hispanic)","Female","Nonfatal","11/21/2023 16:46","Yes",75,"SALMON ST",2600,19125,1,26,"Richmond-Bridesburg",175,1,"Richmond School",-75.11561,39.976215,2023
"299","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","11/21/2023 2:42","No",32,"GAUL ST",3400,19134,1,24,"Juniata Park-Harrowgate",177,5,"Bridesburg School",-75.09974,39.989881,2023
"300","2.02302E+11","White (Non-Hispanic)","Male","Nonfatal","11/20/2023 15:17","No",19,"GRIFFITH ST",2100,19152,10,2,"Rhawnhurst-Fox Chase",174,5,"Rhawnhurst School",-75.054167,40.057889,2023
"301","2.02314E+11","Black (Non-Hispanic)","Male","Fatal","11/19/2023 14:51","No",35,"OGONTZ AVE",7600,19150,9,14,"West Oak Lane-Cedarbrook",200,4,"Samuel Pennypacker School",-75.157371,40.070311,2023
"302","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","11/19/2023 6:16","No",56,"JASPER ST",3600,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.102883,40.000082,2023
"303","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","11/18/2023 22:28","No",27,"N 62ND ST",1300,19151,4,19,"Haddington-Overbrook",192,7,"Universal Charter School at Bluford",-75.242868,39.971657,2023
"304","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","11/18/2023 20:27","No",36,"S 3RD ST",900,19147,1,3,"Pennsport-Queen Village",182,1,"George W. Nebinger School",-75.148725,39.936452,2023
"305","2.02325E+11","Black (Non-Hispanic)","Female","Fatal","11/17/2023 21:58","No",36,"W VENANGO ST",800,19140,7,25,"Hunting Park-Fairhill",197,3,"Bayard Taylor School",-75.142283,40.006432,2023
"306","2.02326E+11","Hispanic (Black or White)","Male","Nonfatal","11/17/2023 19:20","No",21,"W DAUPHIN ST",400,19133,7,26,"Northern Liberties-West Kensington",197,2,"William McKinley School",-75.140864,39.985909,2023
"307","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","11/16/2023 16:08","No",23,"VINE ST",6100,19139,4,19,"Haddington-Overbrook",192,7,"John Barry School",-75.241923,39.966778,2023
"308","2.02302E+11","Black (Non-Hispanic)","Male","Nonfatal","11/16/2023 13:59","Yes",56,"E ROOSEVELT BLVD",4000,19124,9,2,"Lawndale-Crescentville",179,2,"Universal Charter School at Creighton",-75.107092,40.029191,2023
"309","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","11/15/2023 8:13","Yes",68,"PARRISH ST",4000,19104,3,16,"Mill Creek-Parkside",190,7,"Belmont Charter School",-75.204558,39.968131,2023
"310","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","11/14/2023 20:50","No",38,"S BEULAH ST",2700,19148,1,3,"Snyder-Whitman",184,1,"D. Newlin Fell School",-75.160558,39.915253,2023
"311","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","11/14/2023 20:50","No",37,"S BEULAH ST",2700,19148,1,3,"Snyder-Whitman",184,1,"D. Newlin Fell School",-75.160558,39.915253,2023
"312","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","11/14/2023 20:50","No",34,"S BEULAH ST",2700,19148,1,3,"Snyder-Whitman",184,1,"D. Newlin Fell School",-75.160558,39.915253,2023
"313","2.02325E+11","White (Non-Hispanic)","Male","Nonfatal","11/14/2023 16:07","No",21,"RISING SUN AVE",400,19140,7,25,"Hunting Park-Fairhill",180,2,"Bayard Taylor School",-75.13568,40.01061,2023
"314","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","11/14/2023 2:33","No",17,"N SYDENHAM ST",5300,19141,8,35,"Logan",198,4,"James Logan School",-75.148568,40.035325,2023
"315","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","11/13/2023 22:22","No",33,"N 5TH ST",3300,19140,7,25,"Hunting Park-Fairhill",197,2,"Honorable Luis Munoz-Marin School",-75.138218,40.001453,2023
"316","2.02326E+11","Black (Non-Hispanic)","Male","Fatal","11/13/2023 19:47","No",28,"E HAROLD ST",1900,19125,1,26,"Lower Kensington",175,2,"Henry A. Brown School",-75.125906,39.987913,2023
"317","2.02326E+11","Black (Non-Hispanic)","Male","Fatal","11/13/2023 9:49","No",25,"N FRANKLIN ST",900,19123,5,26,"Poplar-Temple",181,1,"James R. Ludlow School",-75.149282,39.969104,2023
"318","2.02315E+11","Hispanic (Black or White)","Male","Nonfatal","11/13/2023 0:20","Yes",33,"DITMAN ST",4600,19124,7,15,"Frankford",179,2,"Allen M. Stearne School",-75.079811,40.011755,2023
"319","2.02322E+11","Black (Non-Hispanic)","Male","Fatal","11/12/2023 3:02","Yes",21,"N 15TH ST",2100,19121,5,22,"Sharswood-Stanton",181,3,"Tanner G. Duckrey School",-75.157809,39.985825,2023
"320","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","11/12/2023 1:31","Yes",35,"N 5TH ST",3900,19140,7,25,"Hunting Park-Fairhill",180,2,"Alexander K. McClure School",-75.135901,40.01151,2023
"321","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","11/11/2023 23:02","No",25,"N MARSHALL ST",900,19123,5,26,"Poplar-Temple",181,1,"James R. Ludlow School",-75.147471,39.969976,2023
"322","2.02326E+11","Black (Non-Hispanic)","Male","Nonfatal","11/11/2023 23:02","No",27,"N MARSHALL ST",900,19123,5,26,"Poplar-Temple",181,1,"James R. Ludlow School",-75.147471,39.969976,2023
"323","2.02303E+11","White (Non-Hispanic)","Male","Nonfatal","11/11/2023 22:07","No",29,"S 7TH ST",700,19147,1,3,"Pennsport-Queen Village",182,1,"William M. Meredith School",-75.154409,39.939777,2023
"324","2.02303E+11","White (Non-Hispanic)","Male","Nonfatal","11/11/2023 22:07","No",26,"S 7TH ST",700,19147,1,3,"Pennsport-Queen Village",182,1,"William M. Meredith School",-75.154409,39.939777,2023
"325","2.02316E+11","Black (Non-Hispanic)","Female","Nonfatal","11/11/2023 19:28","Yes",23,"MOUNT VERNON ST",3400,19104,3,16,"Mill Creek-Parkside",195,7,"Morton McMichael School",-75.191785,39.964669,2023
"326","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","11/11/2023 19:28","Yes",23,"MOUNT VERNON ST",3400,19104,3,16,"Mill Creek-Parkside",195,7,"Morton McMichael School",-75.191785,39.964669,2023
"327","2.02324E+11","Black (Non-Hispanic)","Male","Fatal","11/10/2023 11:34","No",NA,"CASTOR AVE",2100,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.097933,39.998459,2023
"328","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","11/10/2023 10:54","Yes",18,"E WOODLAWN ST",900,19138,8,14,"Germantown",198,4,"Mastery Charter School at Pastorius",-75.162034,40.046454,2023
"329","2.02324E+11","Hispanic (Black or White)","Male","Nonfatal","11/10/2023 1:56","No",17,"E LIPPINCOTT ST",100,19134,7,24,"Hunting Park-Fairhill",180,2,"Lewis Elkin School",-75.128749,39.997571,2023
"330","2.02305E+11","Black (Non-Hispanic)","Female","Nonfatal","11/8/2023 0:30","Yes",24,"SILVERWOOD ST",4500,19127,4,5,"Roxborough-Manayunk",194,7,"James Dobson School",-75.225134,40.030709,2023
"331","2.02305E+11","Black (Non-Hispanic)","Male","Nonfatal","11/8/2023 0:30","Yes",25,"SILVERWOOD ST",4500,19127,4,5,"Roxborough-Manayunk",194,7,"James Dobson School",-75.225024,40.030561,2023
"332","2.02319E+11","Black (Non-Hispanic)","Female","Nonfatal","11/7/2023 16:48","Yes",40,"DIAMOND ST",5300,19131,4,19,"Overbrook Park-Wynnefield Heights",192,7,"Mastery Charter School at Mann",-75.231137,39.988547,2023
"333","2.02324E+11","Hispanic (Black or White)","Male","Nonfatal","11/7/2023 2:09","No",28,"E INDIANA AVE",500,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.120179,39.994359,2023
"334","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","11/6/2023 16:26","No",18,"E SCHILLER ST",1800,19134,1,24,"Juniata Park-Harrowgate",180,5,"John H. Webster School",-75.106565,39.998449,2023
"335","2.02316E+11","Black (Non-Hispanic)","Male","Fatal","11/5/2023 21:43","No",53,"OGDEN ST",4900,19139,3,16,"Mill Creek-Parkside",190,7,"James Rhoads School",-75.220051,39.967796,2023
"336","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 20:08","No",18,"N BROAD ST",6800,19126,9,35,"Oak Lane - Fernrock",203,4,"Ellwood School",-75.140928,40.056824,2023
"337","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","11/5/2023 18:15","No",65,"E AUBURN ST",2700,19134,1,24,"Richmond-Bridesburg",177,1,"Richmond School",-75.109929,39.979398,2023
"338","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 16:49","No",29,"STENTON AVE",1600,19141,8,35,"Ogontz",201,4,"Prince Hall School",-75.145967,40.049144,2023
"339","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 15:47","No",30,"W CUMBERLAND ST",3200,19132,5,22,"Strawberry Mansion",195,7,"Dr. Ethel Allen School",-75.184093,39.994579,2023
"340","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 15:47","No",33,"W CUMBERLAND ST",3200,19132,5,22,"Strawberry Mansion",195,7,"Dr. Ethel Allen School",-75.184093,39.994579,2023
"341","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 14:59","Yes",35,"N 31ST ST",1700,19121,5,22,"Strawberry Mansion",195,3,"James G. Blaine School",-75.184831,39.983313,2023
"342","2.02325E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 4:26","No",31,"E ALLEGHENY AVE",100,19140,7,25,"Hunting Park-Fairhill",180,2,"William Cramp School",-75.129074,39.998611,2023
"343","2.02308E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 1:48","No",31,"LAMAR PL",3400,19154,10,8,"Torresdale North",170,5,"Stephen Decatur School",-74.969952,40.098264,2023
"344","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","11/5/2023 1:13","No",52,"W HUNTINGDON ST",1200,19133,5,22,"Poplar-Temple",181,3,"Mastery Charter School at Clymer",-75.151189,39.991869,2023
"345","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","11/4/2023 20:51","Yes",32,"BRIDGE ST",1600,19124,7,15,"Frankford",179,2,"Mastery Charter School at Smedley",-75.076819,40.023222,2023
"346","2.02308E+11","White (Non-Hispanic)","Male","Nonfatal","11/4/2023 12:49","No",64,"STEVENSON ST",3900,19114,10,8,"Torresdale North",174,5,"John Hancock Demonstration School",-74.989307,40.06253,2023
"347","2.02335E+11","Hispanic (Black or White)","Male","Nonfatal","11/4/2023 3:17","No",21,"W DUNCANNON AVE",100,19120,9,35,"Olney-Feltonville",179,3,"Andrew J. Morrison School",-75.126427,40.029812,2023
"348","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","11/4/2023 0:17","No",26,"N GROSS ST",200,19139,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.247197,39.967203,2023
"349","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","11/3/2023 22:28","No",23,"N STANLEY ST",2600,19132,5,22,"Strawberry Mansion",195,7,"Dr. Ethel Allen School",-75.181637,39.996173,2023
"350","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","11/3/2023 19:24","No",31,"N FALLON ST",800,19139,3,16,"Mill Creek-Parkside",190,7,"James Rhoads School",-75.217794,39.968112,2023
"351","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","11/3/2023 19:11","No",29,"CALLOWHILL ST",6300,19151,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.246517,39.968975,2023
"352","2.02325E+11","Black (Non-Hispanic)","Female","Nonfatal","11/2/2023 22:21","No",44,"W SOMERSET ST",700,19133,5,25,"Hunting Park-Fairhill",197,3,"Julia de Burgos School",-75.144174,39.993998,2023
"353","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","11/2/2023 17:38","Yes",53,"E STAFFORD ST",600,19144,8,14,"Germantown",201,4,"Theodore Roosevelt School",-75.167486,40.044058,2023
"354","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","11/1/2023 21:57","No",34,"HART LN",1800,19134,7,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.121538,39.991962,2023
"355","2.02318E+11","Black (Non-Hispanic)","Female","Nonfatal","11/1/2023 19:00","No",52,"SPRUCE ST",5700,19139,3,18,"Cobbs Creek",191,8,"Andrew Hamilton School",-75.237488,39.955962,2023
"356","2.02318E+11","Black (Non-Hispanic)","Female","Nonfatal","11/1/2023 19:00","No",16,"SPRUCE ST",5700,19139,3,18,"Cobbs Creek",191,8,"Andrew Hamilton School",-75.237488,39.955962,2023
"357","2.02315E+11","Hispanic (Black or White)","Male","Nonfatal","11/1/2023 17:44","No",44,"TACONY ST",4600,19137,6,15,"Frankford",177,5,"James J. Sullivan School",-75.076583,40.007586,2023
"358","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","10/31/2023 6:51","No",61,"ROSEHILL ST",2800,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.12519,39.992246,2023
"359","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","10/30/2023 19:08","Yes",26,"BALTIMORE AVE",5300,19143,3,12,"Paschall-Kingsessing",188,8,"Avery D. Harrington School",-75.232568,39.94755,2023
"360","2.02312E+11","Black (Non-Hispanic)","Female","Nonfatal","10/30/2023 19:08","Yes",21,"BALTIMORE AVE",5300,19143,3,12,"Paschall-Kingsessing",188,8,"Avery D. Harrington School",-75.232568,39.94755,2023
"361","2.02312E+11","Black (Non-Hispanic)","Female","Nonfatal","10/30/2023 19:08","Yes",26,"BALTIMORE AVE",5300,19143,3,12,"Paschall-Kingsessing",188,8,"Avery D. Harrington School",-75.232568,39.94755,2023
"362","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","10/29/2023 22:03","No",53,"W LEHIGH AVE",2200,19132,8,39,"Nicetown-Tioga",197,3,"Thomas M. Peirce School",-75.167639,39.995648,2023
"363","2.02319E+11","Black (Non-Hispanic)","Male","Nonfatal","10/29/2023 19:23","Yes",24,"N 64TH ST",800,19151,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.2481,39.976358,2023
"364","2.02325E+11","Hispanic (Black or White)","Male","Fatal","10/29/2023 8:26","No",46,"E ELEANOR ST",300,19120,7,25,"Olney-Feltonville",197,3,"Clara Barton School",-75.118298,40.023132,2023
"365","2.02316E+11","Black (Non-Hispanic)","Female","Nonfatal","10/29/2023 1:23","No",15,"N 47TH ST",700,19139,3,16,"Mill Creek-Parkside",190,7,"James Rhoads School",-75.2153,39.965837,2023
"366","2.02312E+11","Black (Non-Hispanic)","Female","Nonfatal","10/29/2023 0:01","Yes",58,"S 54TH ST",1800,19143,3,12,"Paschall-Kingsessing",186,8,"Benjamin B. Comegys School",-75.218444,39.936005,2023
"367","2.02315E+11","White (Non-Hispanic)","Female","Nonfatal","10/28/2023 21:08","Yes",47,"HOMESTEAD ST",5000,19135,6,15,"Wissinoming-Tacony",177,5,"Henry W. Lawton School",-75.055574,40.012302,2023
"368","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","10/28/2023 3:49","No",54,"S SALFORD ST",0,19139,3,18,"Cobbs Creek",191,8,"John Barry School",-75.240135,39.961808,2023
"369","2.02318E+11","Black (Non-Hispanic)","Female","Nonfatal","10/28/2023 3:49","No",57,"S SALFORD ST",0,19139,3,18,"Cobbs Creek",191,8,"John Barry School",-75.240135,39.961808,2023
"370","2.02302E+11","Black (Non-Hispanic)","Female","Nonfatal","10/28/2023 1:16","No",34,"BLEIGH AVE",1000,19111,10,2,"Rhawnhurst-Fox Chase",202,5,"Kennedy C. Crossan School",-75.081841,40.062649,2023
"371","2.02317E+11","Black (Non-Hispanic)","Male","Fatal","10/28/2023 1:10","No",23,"TASKER ST",2200,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.18147,39.932162,2023
"372","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","10/27/2023 23:32","No",25,"W OXFORD ST",2800,19121,5,22,"Strawberry Mansion",195,3,"William D. Kelley School",-75.181094,39.980228,2023
"373","2.02322E+11","Black (Non-Hispanic)","Male","Nonfatal","10/27/2023 23:32","No",27,"W OXFORD ST",2800,19121,5,22,"Strawberry Mansion",195,3,"William D. Kelley School",-75.181094,39.980228,2023
"374","2.02317E+11","Black (Non-Hispanic)","Male","Nonfatal","10/27/2023 20:11","No",33,"S 22ND ST",1600,19145,2,17,"Schuylkill-Point Breeze",186,8,"Delaplaine McDaniel School",-75.181656,39.931361,2023
"375","2.02303E+11","White (Non-Hispanic)","Male","Nonfatal","10/27/2023 19:58","No",17,"S 7TH ST",2200,19148,1,3,"Snyder-Whitman",184,1,"Francis S. Key School",-75.158636,39.920623,2023
"376","2.02303E+11","Black (Non-Hispanic)","Male","Nonfatal","10/27/2023 19:58","No",21,"S 7TH ST",2200,19148,1,3,"Snyder-Whitman",184,1,"Francis S. Key School",-75.158636,39.920623,2023
"377","2.02324E+11","White (Non-Hispanic)","Male","Nonfatal","10/27/2023 2:38","No",21,"E SOMERSET ST",1800,19134,7,24,"Upper Kensington",175,1,"Frances E. Willard School",-75.121779,39.990636,2023
"378","2.02325E+11","Hispanic (Black or White)","Male","Fatal","10/26/2023 14:15","No",31,"E WYOMING AVE",400,19120,7,25,"Hunting Park-Fairhill",197,3,"Clara Barton School",-75.117127,40.02061,2023
"379","2.02314E+11","White (Non-Hispanic)","Male","Fatal","10/26/2023 10:27","Yes",48,"GERMANTOWN AVE",4600,19144,8,39,"East Falls-Westside",198,3,"John B. Kelly School",-75.159935,40.025253,2023
"380","2.02318E+11","Black (Non-Hispanic)","Male","Nonfatal","10/25/2023 22:53","No",44,"DELANCEY ST",5100,19143,3,18,"Cobbs Creek",190,7,"Global Leadership Academy at Huey",-75.225607,39.953968,2023
"381","2.02312E+11","Black (Non-Hispanic)","Male","Fatal","10/25/2023 22:40","No",28,"S 58TH ST",1300,19143,3,12,"Paschall-Kingsessing",188,8,"Add B. Anderson School",-75.235202,39.941713,2023
"382","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","10/25/2023 18:25","Yes",40,"COLLOM ST",0,19144,8,14,"Germantown",198,4,"Mastery Charter School at Wister",-75.166122,40.030632,2023
"383","2.02335E+11","Black (Non-Hispanic)","Male","Nonfatal","10/25/2023 16:05","Yes",35,"W GODFREY AVE",700,19141,9,35,"Oak Lane - Fernrock",201,3,"Julia W. Howe School",-75.135418,40.046159,2023
"384","2.02314E+11","Black (Non-Hispanic)","Male","Nonfatal","10/25/2023 13:57","Yes",19,"E PHIL ELLENA ST",300,19119,8,14,"East Mt. Airy",200,4,"Eleanor C. Emlen School",-75.181277,40.055638,2023
"385","2.02325E+11","Hispanic (Black or White)","Male","Fatal","10/25/2023 0:57","Yes",35,"N REESE ST",3900,19140,7,25,"Hunting Park-Fairhill",197,3,"Alexander K. McClure School",-75.136853,40.010728,2023
"386","2.02325E+11","Hispanic (Black or White)","Male","Fatal","10/25/2023 0:57","Yes",42,"N REESE ST",3900,19140,7,25,"Hunting Park-Fairhill",197,3,"Alexander K. McClure School",-75.137012,40.010748,2023
"387","2.02319E+11","Black (Non-Hispanic)","Male","Fatal","10/24/2023 20:58","No",37,"N GROSS ST",300,19139,4,19,"Haddington-Overbrook",192,7,"Lewis C. Cassidy Academics Plus School",-75.246671,39.96855,2023
"388","2.02316E+11","Black (Non-Hispanic)","Male","Nonfatal","10/24/2023 20:26","No",29,"N 52ND ST",0,19139,3,16,"Haddington-Overbrook",190,7,"Alain Locke School",-75.22448,39.961456,2023
"389","2.02324E+11","Black (Non-Hispanic)","Male","Nonfatal","10/24/2023 12:49","No",26,"KENSINGTON AVE",3100,19134,7,24,"Upper Kensington",180,2,"Lewis Elkin School",-75.115506,39.995409,2023
"390","2.02339E+11","Black (Non-Hispanic)","Male","Nonfatal","10/24/2023 6:05","No",36,"N 27TH ST",3100,19132,4,39,"Nicetown-Tioga",194,7,"E. Washington Rhodes School",-75.174246,40.002834,2023
"391","2.02315E+11","Black (Non-Hispanic)","Male","Nonfatal","10/23/2023 16:27","No",21,"TULIP ST",5500,19124,6,15,"Wissinoming-Tacony",179,5,"James J. Sullivan School",-75.064927,40.013427,2023
"392","2.02312E+11","Black (Non-Hispanic)","Male","Nonfatal","10/23/2023 15:31","No",12,"S CECIL ST",2000,19143,2,12,"Paschall-Kingsessing",191,8,"S. Weir Mitchell School",-75.226465,39.934936,2023
"393","2.02326E+11","Hispanic (Black or White)","Male","Nonfatal","10/22/2023 21:36","No",30,"PALETHORP ST",2100,19122,7,26,"Northern Liberties-West Kensington",197,2,"William H. Hunter School",-75.13629,39.982839,2023
"394","2.02315E+11","Hispanic (Black or White)","Male","Nonfatal","10/21/2023 23:23","No",38,"TACONY ST",4800,19137,6,15,"Frankford",177,5,"James J. Sullivan School",-75.073356,40.008006,2023
